2021-06-21 08:37:31,498 p=5876 u=root n=ansible | changed: [rmq01]
2021-06-21 08:37:31,508 p=5876 u=root n=ansible | TASK [Add an Erlang Solution public Key] **************************************************************************************************************************
2021-06-21 08:37:32,550 p=5876 u=root n=ansible | ok: [rmq01]
2021-06-21 08:37:32,561 p=5876 u=root n=ansible | TASK [Install Erlang] *********************************************************************************************************************************************
2021-06-21 08:39:53,459 p=5876 u=root n=ansible | changed: [rmq01]
2021-06-21 08:39:53,465 p=5876 u=root n=ansible | TASK [Add an Apt signing key, uses whichever key is at the URL] ***************************************************************************************************
2021-06-21 08:39:54,862 p=5876 u=root n=ansible | changed: [rmq01]
2021-06-21 08:39:54,872 p=5876 u=root n=ansible | TASK [apt_repository] *********************************************************************************************************************************************
2021-06-21 08:40:37,760 p=5876 u=root n=ansible | fatal: [rmq01]: FAILED! => {"changed": false, "msg": "Failed to update apt cache: E:Failed to fetch https://dl.bintray.com/rabbitmq/debian/dists/bionic/InRelease  403  Forbidden [IP: 50.112.35.45 443], E:The repository 'https://dl.bintray.com/rabbitmq/debian bionic InRelease' is not signed."}
2021-06-21 08:40:37,761 p=5876 u=root n=ansible | PLAY RECAP ********************************************************************************************************************************************************
2021-06-21 08:40:37,762 p=5876 u=root n=ansible | app01                      : ok=3    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 08:40:37,762 p=5876 u=root n=ansible | db01                       : ok=12   changed=9    unreachable=0    failed=0    skipped=0    rescued=0    ignored=1   
2021-06-21 08:40:37,762 p=5876 u=root n=ansible | localhost                  : ok=5    changed=0    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2021-06-21 08:40:37,762 p=5876 u=root n=ansible | mc01                       : ok=7    changed=4    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 08:40:37,763 p=5876 u=root n=ansible | rmq01                      : ok=7    changed=3    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2021-06-21 08:40:37,763 p=5876 u=root n=ansible | web01                      : ok=3    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 08:50:59,089 p=7366 u=root n=ansible | PLAY [Generate artifact, copy artifact & sql file to files directory] *********************************************************************************************
2021-06-21 08:50:59,103 p=7366 u=root n=ansible | TASK [Gathering Facts] ********************************************************************************************************************************************
2021-06-21 08:51:00,230 p=7366 u=root n=ansible | ok: [localhost]
2021-06-21 08:51:00,245 p=7366 u=root n=ansible | TASK [Install  jdk, maven, git] ***********************************************************************************************************************************
2021-06-21 08:51:03,705 p=7366 u=root n=ansible | ok: [localhost] => (item=git)
2021-06-21 08:51:05,489 p=7366 u=root n=ansible | ok: [localhost] => (item=openjdk-8-jdk)
2021-06-21 08:51:07,226 p=7366 u=root n=ansible | ok: [localhost] => (item=maven)
2021-06-21 08:51:07,237 p=7366 u=root n=ansible | TASK [Clone source code from github] ******************************************************************************************************************************
2021-06-21 08:51:07,946 p=7366 u=root n=ansible | ok: [localhost]
2021-06-21 08:51:07,955 p=7366 u=root n=ansible | TASK [mvn install command to build artifact] **********************************************************************************************************************
2021-06-21 08:51:07,969 p=7366 u=root n=ansible | skipping: [localhost]
2021-06-21 08:51:07,979 p=7366 u=root n=ansible | TASK [Copy artifacts to files directory] **************************************************************************************************************************
2021-06-21 08:51:08,871 p=7366 u=root n=ansible | ok: [localhost] => (item=/root/scripts/ansible-aws-vpc/provision-stack/Vprofile-repo/target/vprofile-v2.war)
2021-06-21 08:51:08,881 p=7366 u=root n=ansible | TASK [Copy SQL file to files directory] ***************************************************************************************************************************
2021-06-21 08:51:09,300 p=7366 u=root n=ansible | ok: [localhost]
2021-06-21 08:51:09,316 p=7366 u=root n=ansible | PLAY [Set host to ip mapping in /etc/hosts file of all the instances in the stack] ********************************************************************************
2021-06-21 08:51:09,321 p=7366 u=root n=ansible | TASK [Gathering Facts] ********************************************************************************************************************************************
2021-06-21 08:51:11,359 p=7366 u=root n=ansible | ok: [db01]
2021-06-21 08:51:13,764 p=7366 u=root n=ansible | ok: [app01]
2021-06-21 08:51:13,794 p=7366 u=root n=ansible | ok: [web01]
2021-06-21 08:51:13,841 p=7366 u=root n=ansible | ok: [mc01]
2021-06-21 08:51:13,856 p=7366 u=root n=ansible | ok: [rmq01]
2021-06-21 08:51:13,870 p=7366 u=root n=ansible | TASK [Import VPC setup Variable] **********************************************************************************************************************************
2021-06-21 08:51:13,918 p=7366 u=root n=ansible | ok: [web01]
2021-06-21 08:51:13,941 p=7366 u=root n=ansible | ok: [app01]
2021-06-21 08:51:13,967 p=7366 u=root n=ansible | ok: [rmq01]
2021-06-21 08:51:13,968 p=7366 u=root n=ansible | ok: [mc01]
2021-06-21 08:51:13,974 p=7366 u=root n=ansible | ok: [db01]
2021-06-21 08:51:13,984 p=7366 u=root n=ansible | TASK [Update hosts file for all the hosts] ************************************************************************************************************************
2021-06-21 08:51:14,601 p=7366 u=root n=ansible | ok: [db01]
2021-06-21 08:51:15,131 p=7366 u=root n=ansible | ok: [mc01]
2021-06-21 08:51:15,202 p=7366 u=root n=ansible | ok: [app01]
2021-06-21 08:51:15,204 p=7366 u=root n=ansible | ok: [web01]
2021-06-21 08:51:15,209 p=7366 u=root n=ansible | ok: [rmq01]
2021-06-21 08:51:15,225 p=7366 u=root n=ansible | PLAY [Setup Mysql with accounts db and remote login] **************************************************************************************************************
2021-06-21 08:51:15,240 p=7366 u=root n=ansible | TASK [Installing Mysql Service and dependencies] ******************************************************************************************************************
2021-06-21 08:51:16,354 p=7366 u=root n=ansible | ok: [db01] => (item=mysql-server)
2021-06-21 08:51:17,282 p=7366 u=root n=ansible | ok: [db01] => (item=mysql-client)
2021-06-21 08:51:17,989 p=7366 u=root n=ansible | failed: [db01] (item=python-mysqldb) => {"ansible_loop_var": "item", "changed": false, "item": "python-mysqldb", "msg": "No package matching 'python-mysqldb' is available"}
2021-06-21 08:51:18,897 p=7366 u=root n=ansible | ok: [db01] => (item=python3-mysqldb)
2021-06-21 08:51:19,802 p=7366 u=root n=ansible | ok: [db01] => (item=libmysqlclient-dev)
2021-06-21 08:51:19,804 p=7366 u=root n=ansible | ...ignoring
2021-06-21 08:51:19,813 p=7366 u=root n=ansible | TASK [Start and enable mysql service] *****************************************************************************************************************************
2021-06-21 08:51:20,556 p=7366 u=root n=ansible | ok: [db01]
2021-06-21 08:51:20,566 p=7366 u=root n=ansible | TASK [creating mysql user] ****************************************************************************************************************************************
2021-06-21 08:51:21,075 p=7366 u=root n=ansible | changed: [db01]
2021-06-21 08:51:21,085 p=7366 u=root n=ansible | TASK [Creating accounts DB] ***************************************************************************************************************************************
2021-06-21 08:51:21,527 p=7366 u=root n=ansible | ok: [db01]
2021-06-21 08:51:21,536 p=7366 u=root n=ansible | TASK [Enable remote login to mysql svc] ***************************************************************************************************************************
2021-06-21 08:51:21,950 p=7366 u=root n=ansible | ok: [db01]
2021-06-21 08:51:21,967 p=7366 u=root n=ansible | PLAY [Deploy SQL file on accounts db] *****************************************************************************************************************************
2021-06-21 08:51:21,980 p=7366 u=root n=ansible | TASK [Copy SQL to dbsrv] ******************************************************************************************************************************************
2021-06-21 08:51:22,530 p=7366 u=root n=ansible | ok: [db01]
2021-06-21 08:51:22,540 p=7366 u=root n=ansible | TASK [Restoring DB] ***********************************************************************************************************************************************
2021-06-21 08:51:23,019 p=7366 u=root n=ansible | changed: [db01]
2021-06-21 08:51:23,029 p=7366 u=root n=ansible | RUNNING HANDLER [Restart mysql] ***********************************************************************************************************************************
2021-06-21 08:51:26,032 p=7366 u=root n=ansible | changed: [db01]
2021-06-21 08:51:26,044 p=7366 u=root n=ansible | PLAY [Install Memcache, Start & enable SVC] ***********************************************************************************************************************
2021-06-21 08:51:26,057 p=7366 u=root n=ansible | TASK [Install Memcache] *******************************************************************************************************************************************
2021-06-21 08:51:27,054 p=7366 u=root n=ansible | ok: [mc01]
2021-06-21 08:51:27,063 p=7366 u=root n=ansible | TASK [Start & Enable Memcache] ************************************************************************************************************************************
2021-06-21 08:51:27,505 p=7366 u=root n=ansible | ok: [mc01]
2021-06-21 08:51:27,514 p=7366 u=root n=ansible | TASK [Enable remote login to memecache] ***************************************************************************************************************************
2021-06-21 08:51:27,790 p=7366 u=root n=ansible | ok: [mc01]
2021-06-21 08:51:27,807 p=7366 u=root n=ansible | PLAY [Install & Setup RabbitMQ with user] *************************************************************************************************************************
2021-06-21 08:51:27,821 p=7366 u=root n=ansible | TASK [Install Erlang Repository Package] **************************************************************************************************************************
2021-06-21 08:51:29,343 p=7366 u=root n=ansible | ok: [rmq01]
2021-06-21 08:51:29,352 p=7366 u=root n=ansible | TASK [Add an Erlang Solution public Key] **************************************************************************************************************************
2021-06-21 08:51:30,227 p=7366 u=root n=ansible | ok: [rmq01]
2021-06-21 08:51:30,237 p=7366 u=root n=ansible | TASK [Install Erlang] *********************************************************************************************************************************************
2021-06-21 08:51:31,222 p=7366 u=root n=ansible | ok: [rmq01]
2021-06-21 08:51:31,231 p=7366 u=root n=ansible | TASK [Add an Apt signing key, uses whichever key is at the URL] ***************************************************************************************************
2021-06-21 08:51:32,067 p=7366 u=root n=ansible | ok: [rmq01]
2021-06-21 08:51:32,076 p=7366 u=root n=ansible | TASK [apt_repository] *********************************************************************************************************************************************
2021-06-21 08:52:08,441 p=7366 u=root n=ansible | fatal: [rmq01]: FAILED! => {"changed": false, "msg": "Failed to update apt cache: E:Failed to fetch https://dl.bintray.com/rabbitmq/debian/dists/bionic/InRelease  403  Forbidden [IP: 34.214.135.19 443], E:The repository 'https://dl.bintray.com/rabbitmq/debian bionic InRelease' is not signed."}
2021-06-21 08:52:08,442 p=7366 u=root n=ansible | PLAY RECAP ********************************************************************************************************************************************************
2021-06-21 08:52:08,442 p=7366 u=root n=ansible | app01                      : ok=3    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 08:52:08,442 p=7366 u=root n=ansible | db01                       : ok=11   changed=3    unreachable=0    failed=0    skipped=0    rescued=0    ignored=1   
2021-06-21 08:52:08,443 p=7366 u=root n=ansible | localhost                  : ok=5    changed=0    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2021-06-21 08:52:08,443 p=7366 u=root n=ansible | mc01                       : ok=6    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 08:52:08,443 p=7366 u=root n=ansible | rmq01                      : ok=7    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2021-06-21 08:52:08,443 p=7366 u=root n=ansible | web01                      : ok=3    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 08:57:20,803 p=8750 u=root n=ansible | PLAY [Generate artifact, copy artifact & sql file to files directory] *********************************************************************************************
2021-06-21 08:57:20,817 p=8750 u=root n=ansible | TASK [Gathering Facts] ********************************************************************************************************************************************
2021-06-21 08:57:21,963 p=8750 u=root n=ansible | ok: [localhost]
2021-06-21 08:57:21,979 p=8750 u=root n=ansible | TASK [Install  jdk, maven, git] ***********************************************************************************************************************************
2021-06-21 08:57:23,971 p=8750 u=root n=ansible | ok: [localhost] => (item=git)
2021-06-21 08:57:25,697 p=8750 u=root n=ansible | ok: [localhost] => (item=openjdk-8-jdk)
2021-06-21 08:57:27,394 p=8750 u=root n=ansible | ok: [localhost] => (item=maven)
2021-06-21 08:57:27,405 p=8750 u=root n=ansible | TASK [Clone source code from github] ******************************************************************************************************************************
2021-06-21 08:57:28,166 p=8750 u=root n=ansible | ok: [localhost]
2021-06-21 08:57:28,176 p=8750 u=root n=ansible | TASK [mvn install command to build artifact] **********************************************************************************************************************
2021-06-21 08:57:28,190 p=8750 u=root n=ansible | skipping: [localhost]
2021-06-21 08:57:28,199 p=8750 u=root n=ansible | TASK [Copy artifacts to files directory] **************************************************************************************************************************
2021-06-21 08:57:29,078 p=8750 u=root n=ansible | ok: [localhost] => (item=/root/scripts/ansible-aws-vpc/provision-stack/Vprofile-repo/target/vprofile-v2.war)
2021-06-21 08:57:29,088 p=8750 u=root n=ansible | TASK [Copy SQL file to files directory] ***************************************************************************************************************************
2021-06-21 08:57:29,503 p=8750 u=root n=ansible | ok: [localhost]
2021-06-21 08:57:29,519 p=8750 u=root n=ansible | PLAY [Set host to ip mapping in /etc/hosts file of all the instances in the stack] ********************************************************************************
2021-06-21 08:57:29,523 p=8750 u=root n=ansible | TASK [Gathering Facts] ********************************************************************************************************************************************
2021-06-21 08:57:31,294 p=8750 u=root n=ansible | ok: [db01]
2021-06-21 08:57:33,941 p=8750 u=root n=ansible | ok: [mc01]
2021-06-21 08:57:34,008 p=8750 u=root n=ansible | ok: [web01]
2021-06-21 08:57:34,119 p=8750 u=root n=ansible | ok: [rmq01]
2021-06-21 08:57:34,120 p=8750 u=root n=ansible | ok: [app01]
2021-06-21 08:57:34,133 p=8750 u=root n=ansible | TASK [Import VPC setup Variable] **********************************************************************************************************************************
2021-06-21 08:57:34,182 p=8750 u=root n=ansible | ok: [web01]
2021-06-21 08:57:34,205 p=8750 u=root n=ansible | ok: [app01]
2021-06-21 08:57:34,227 p=8750 u=root n=ansible | ok: [rmq01]
2021-06-21 08:57:34,228 p=8750 u=root n=ansible | ok: [mc01]
2021-06-21 08:57:34,236 p=8750 u=root n=ansible | ok: [db01]
2021-06-21 08:57:34,244 p=8750 u=root n=ansible | TASK [Update hosts file for all the hosts] ************************************************************************************************************************
2021-06-21 08:57:34,852 p=8750 u=root n=ansible | ok: [db01]
2021-06-21 08:57:35,499 p=8750 u=root n=ansible | ok: [web01]
2021-06-21 08:57:35,501 p=8750 u=root n=ansible | ok: [mc01]
2021-06-21 08:57:35,501 p=8750 u=root n=ansible | ok: [rmq01]
2021-06-21 08:57:35,507 p=8750 u=root n=ansible | ok: [app01]
2021-06-21 08:57:35,525 p=8750 u=root n=ansible | PLAY [Setup Mysql with accounts db and remote login] **************************************************************************************************************
2021-06-21 08:57:35,540 p=8750 u=root n=ansible | TASK [Installing Mysql Service and dependencies] ******************************************************************************************************************
2021-06-21 08:57:36,703 p=8750 u=root n=ansible | ok: [db01] => (item=mysql-server)
2021-06-21 08:57:37,631 p=8750 u=root n=ansible | ok: [db01] => (item=mysql-client)
2021-06-21 08:57:38,325 p=8750 u=root n=ansible | failed: [db01] (item=python-mysqldb) => {"ansible_loop_var": "item", "changed": false, "item": "python-mysqldb", "msg": "No package matching 'python-mysqldb' is available"}
2021-06-21 08:57:39,266 p=8750 u=root n=ansible | ok: [db01] => (item=python3-mysqldb)
2021-06-21 08:57:40,216 p=8750 u=root n=ansible | ok: [db01] => (item=libmysqlclient-dev)
2021-06-21 08:57:40,218 p=8750 u=root n=ansible | ...ignoring
2021-06-21 08:57:40,227 p=8750 u=root n=ansible | TASK [Start and enable mysql service] *****************************************************************************************************************************
2021-06-21 08:57:40,990 p=8750 u=root n=ansible | ok: [db01]
2021-06-21 08:57:40,999 p=8750 u=root n=ansible | TASK [creating mysql user] ****************************************************************************************************************************************
2021-06-21 08:57:41,485 p=8750 u=root n=ansible | changed: [db01]
2021-06-21 08:57:41,494 p=8750 u=root n=ansible | TASK [Creating accounts DB] ***************************************************************************************************************************************
2021-06-21 08:57:41,962 p=8750 u=root n=ansible | ok: [db01]
2021-06-21 08:57:41,971 p=8750 u=root n=ansible | TASK [Enable remote login to mysql svc] ***************************************************************************************************************************
2021-06-21 08:57:42,397 p=8750 u=root n=ansible | ok: [db01]
2021-06-21 08:57:42,414 p=8750 u=root n=ansible | PLAY [Deploy SQL file on accounts db] *****************************************************************************************************************************
2021-06-21 08:57:42,427 p=8750 u=root n=ansible | TASK [Copy SQL to dbsrv] ******************************************************************************************************************************************
2021-06-21 08:57:42,933 p=8750 u=root n=ansible | ok: [db01]
2021-06-21 08:57:42,942 p=8750 u=root n=ansible | TASK [Restoring DB] ***********************************************************************************************************************************************
2021-06-21 08:57:43,434 p=8750 u=root n=ansible | changed: [db01]
2021-06-21 08:57:43,444 p=8750 u=root n=ansible | RUNNING HANDLER [Restart mysql] ***********************************************************************************************************************************
2021-06-21 08:57:45,576 p=8750 u=root n=ansible | changed: [db01]
2021-06-21 08:57:45,587 p=8750 u=root n=ansible | PLAY [Install Memcache, Start & enable SVC] ***********************************************************************************************************************
2021-06-21 08:57:45,600 p=8750 u=root n=ansible | TASK [Install Memcache] *******************************************************************************************************************************************
2021-06-21 08:57:46,606 p=8750 u=root n=ansible | ok: [mc01]
2021-06-21 08:57:46,615 p=8750 u=root n=ansible | TASK [Start & Enable Memcache] ************************************************************************************************************************************
2021-06-21 08:57:47,059 p=8750 u=root n=ansible | ok: [mc01]
2021-06-21 08:57:47,068 p=8750 u=root n=ansible | TASK [Enable remote login to memecache] ***************************************************************************************************************************
2021-06-21 08:57:47,347 p=8750 u=root n=ansible | ok: [mc01]
2021-06-21 08:57:47,364 p=8750 u=root n=ansible | PLAY [Install & Setup RabbitMQ with user] *************************************************************************************************************************
2021-06-21 08:57:47,378 p=8750 u=root n=ansible | TASK [Install Erlang Repository Package] **************************************************************************************************************************
2021-06-21 08:57:48,965 p=8750 u=root n=ansible | ok: [rmq01]
2021-06-21 08:57:48,974 p=8750 u=root n=ansible | TASK [Add an Erlang Solution public Key] **************************************************************************************************************************
2021-06-21 08:57:49,843 p=8750 u=root n=ansible | ok: [rmq01]
2021-06-21 08:57:49,853 p=8750 u=root n=ansible | TASK [Install Erlang] *********************************************************************************************************************************************
2021-06-21 08:57:50,877 p=8750 u=root n=ansible | ok: [rmq01]
2021-06-21 08:57:50,887 p=8750 u=root n=ansible | TASK [Add an Apt signing key, uses whichever key is at the URL] ***************************************************************************************************
2021-06-21 08:57:51,742 p=8750 u=root n=ansible | ok: [rmq01]
2021-06-21 08:57:51,751 p=8750 u=root n=ansible | TASK [apt_repository] *********************************************************************************************************************************************
2021-06-21 08:58:32,505 p=8750 u=root n=ansible | fatal: [rmq01]: FAILED! => {"changed": false, "msg": "Failed to update apt cache: E:Failed to fetch https://dl.bintray.com/rabbitmq/debian/dists/bionic/InRelease  403  Forbidden [IP: 34.214.237.80 443], E:The repository 'https://dl.bintray.com/rabbitmq/debian bionic InRelease' is not signed."}
2021-06-21 08:58:32,506 p=8750 u=root n=ansible | PLAY RECAP ********************************************************************************************************************************************************
2021-06-21 08:58:32,506 p=8750 u=root n=ansible | app01                      : ok=3    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 08:58:32,506 p=8750 u=root n=ansible | db01                       : ok=11   changed=3    unreachable=0    failed=0    skipped=0    rescued=0    ignored=1   
2021-06-21 08:58:32,507 p=8750 u=root n=ansible | localhost                  : ok=5    changed=0    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2021-06-21 08:58:32,507 p=8750 u=root n=ansible | mc01                       : ok=6    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 08:58:32,507 p=8750 u=root n=ansible | rmq01                      : ok=7    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2021-06-21 08:58:32,507 p=8750 u=root n=ansible | web01                      : ok=3    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 09:05:30,456 p=10134 u=root n=ansible | PLAY [Generate artifact, copy artifact & sql file to files directory] *********************************************************************************************
2021-06-21 09:05:30,470 p=10134 u=root n=ansible | TASK [Gathering Facts] ********************************************************************************************************************************************
2021-06-21 09:05:31,580 p=10134 u=root n=ansible | ok: [localhost]
2021-06-21 09:05:31,595 p=10134 u=root n=ansible | TASK [Install  jdk, maven, git] ***********************************************************************************************************************************
2021-06-21 09:05:33,600 p=10134 u=root n=ansible | ok: [localhost] => (item=git)
2021-06-21 09:05:35,376 p=10134 u=root n=ansible | ok: [localhost] => (item=openjdk-8-jdk)
2021-06-21 09:05:37,097 p=10134 u=root n=ansible | ok: [localhost] => (item=maven)
2021-06-21 09:05:37,108 p=10134 u=root n=ansible | TASK [Clone source code from github] ******************************************************************************************************************************
2021-06-21 09:05:37,806 p=10134 u=root n=ansible | ok: [localhost]
2021-06-21 09:05:37,816 p=10134 u=root n=ansible | TASK [mvn install command to build artifact] **********************************************************************************************************************
2021-06-21 09:05:37,830 p=10134 u=root n=ansible | skipping: [localhost]
2021-06-21 09:05:37,840 p=10134 u=root n=ansible | TASK [Copy artifacts to files directory] **************************************************************************************************************************
2021-06-21 09:05:38,715 p=10134 u=root n=ansible | ok: [localhost] => (item=/root/scripts/ansible-aws-vpc/provision-stack/Vprofile-repo/target/vprofile-v2.war)
2021-06-21 09:05:38,725 p=10134 u=root n=ansible | TASK [Copy SQL file to files directory] ***************************************************************************************************************************
2021-06-21 09:05:39,138 p=10134 u=root n=ansible | ok: [localhost]
2021-06-21 09:05:39,155 p=10134 u=root n=ansible | PLAY [Set host to ip mapping in /etc/hosts file of all the instances in the stack] ********************************************************************************
2021-06-21 09:05:39,159 p=10134 u=root n=ansible | TASK [Gathering Facts] ********************************************************************************************************************************************
2021-06-21 09:05:40,865 p=10134 u=root n=ansible | ok: [db01]
2021-06-21 09:05:43,589 p=10134 u=root n=ansible | ok: [app01]
2021-06-21 09:05:43,593 p=10134 u=root n=ansible | ok: [web01]
2021-06-21 09:05:43,607 p=10134 u=root n=ansible | ok: [rmq01]
2021-06-21 09:05:43,635 p=10134 u=root n=ansible | ok: [mc01]
2021-06-21 09:05:43,647 p=10134 u=root n=ansible | TASK [Import VPC setup Variable] **********************************************************************************************************************************
2021-06-21 09:05:43,697 p=10134 u=root n=ansible | ok: [web01]
2021-06-21 09:05:43,721 p=10134 u=root n=ansible | ok: [app01]
2021-06-21 09:05:43,745 p=10134 u=root n=ansible | ok: [rmq01]
2021-06-21 09:05:43,746 p=10134 u=root n=ansible | ok: [mc01]
2021-06-21 09:05:43,753 p=10134 u=root n=ansible | ok: [db01]
2021-06-21 09:05:43,762 p=10134 u=root n=ansible | TASK [Update hosts file for all the hosts] ************************************************************************************************************************
2021-06-21 09:05:44,377 p=10134 u=root n=ansible | ok: [db01]
2021-06-21 09:05:44,925 p=10134 u=root n=ansible | ok: [app01]
2021-06-21 09:05:45,003 p=10134 u=root n=ansible | ok: [rmq01]
2021-06-21 09:05:45,006 p=10134 u=root n=ansible | ok: [web01]
2021-06-21 09:05:45,010 p=10134 u=root n=ansible | ok: [mc01]
2021-06-21 09:05:45,031 p=10134 u=root n=ansible | PLAY [Setup Mysql with accounts db and remote login] **************************************************************************************************************
2021-06-21 09:05:45,046 p=10134 u=root n=ansible | TASK [Installing Mysql Service and dependencies] ******************************************************************************************************************
2021-06-21 09:05:46,221 p=10134 u=root n=ansible | ok: [db01] => (item=mysql-server)
2021-06-21 09:05:47,166 p=10134 u=root n=ansible | ok: [db01] => (item=mysql-client)
2021-06-21 09:05:47,884 p=10134 u=root n=ansible | failed: [db01] (item=python-mysqldb) => {"ansible_loop_var": "item", "changed": false, "item": "python-mysqldb", "msg": "No package matching 'python-mysqldb' is available"}
2021-06-21 09:05:48,826 p=10134 u=root n=ansible | ok: [db01] => (item=python3-mysqldb)
2021-06-21 09:05:49,739 p=10134 u=root n=ansible | ok: [db01] => (item=libmysqlclient-dev)
2021-06-21 09:05:49,741 p=10134 u=root n=ansible | ...ignoring
2021-06-21 09:05:49,751 p=10134 u=root n=ansible | TASK [Start and enable mysql service] *****************************************************************************************************************************
2021-06-21 09:05:50,507 p=10134 u=root n=ansible | ok: [db01]
2021-06-21 09:05:50,516 p=10134 u=root n=ansible | TASK [creating mysql user] ****************************************************************************************************************************************
2021-06-21 09:05:50,995 p=10134 u=root n=ansible | changed: [db01]
2021-06-21 09:05:51,005 p=10134 u=root n=ansible | TASK [Creating accounts DB] ***************************************************************************************************************************************
2021-06-21 09:05:51,453 p=10134 u=root n=ansible | ok: [db01]
2021-06-21 09:05:51,462 p=10134 u=root n=ansible | TASK [Enable remote login to mysql svc] ***************************************************************************************************************************
2021-06-21 09:05:51,882 p=10134 u=root n=ansible | ok: [db01]
2021-06-21 09:05:51,899 p=10134 u=root n=ansible | PLAY [Deploy SQL file on accounts db] *****************************************************************************************************************************
2021-06-21 09:05:51,912 p=10134 u=root n=ansible | TASK [Copy SQL to dbsrv] ******************************************************************************************************************************************
2021-06-21 09:05:52,421 p=10134 u=root n=ansible | ok: [db01]
2021-06-21 09:05:52,430 p=10134 u=root n=ansible | TASK [Restoring DB] ***********************************************************************************************************************************************
2021-06-21 09:05:52,958 p=10134 u=root n=ansible | changed: [db01]
2021-06-21 09:05:52,966 p=10134 u=root n=ansible | RUNNING HANDLER [Restart mysql] ***********************************************************************************************************************************
2021-06-21 09:05:55,131 p=10134 u=root n=ansible | changed: [db01]
2021-06-21 09:05:55,142 p=10134 u=root n=ansible | PLAY [Install Memcache, Start & enable SVC] ***********************************************************************************************************************
2021-06-21 09:05:55,155 p=10134 u=root n=ansible | TASK [Install Memcache] *******************************************************************************************************************************************
2021-06-21 09:05:57,244 p=10134 u=root n=ansible | ok: [mc01]
2021-06-21 09:05:57,253 p=10134 u=root n=ansible | TASK [Start & Enable Memcache] ************************************************************************************************************************************
2021-06-21 09:05:57,686 p=10134 u=root n=ansible | ok: [mc01]
2021-06-21 09:05:57,695 p=10134 u=root n=ansible | TASK [Enable remote login to memecache] ***************************************************************************************************************************
2021-06-21 09:05:57,974 p=10134 u=root n=ansible | ok: [mc01]
2021-06-21 09:05:57,991 p=10134 u=root n=ansible | PLAY [Install & Setup RabbitMQ with user] *************************************************************************************************************************
2021-06-21 09:05:58,005 p=10134 u=root n=ansible | TASK [Install Erlang Repository Package] **************************************************************************************************************************
2021-06-21 09:05:59,517 p=10134 u=root n=ansible | ok: [rmq01]
2021-06-21 09:05:59,526 p=10134 u=root n=ansible | TASK [Add an Erlang Solution public Key] **************************************************************************************************************************
2021-06-21 09:06:00,409 p=10134 u=root n=ansible | ok: [rmq01]
2021-06-21 09:06:00,419 p=10134 u=root n=ansible | TASK [Install Erlang] *********************************************************************************************************************************************
2021-06-21 09:06:01,443 p=10134 u=root n=ansible | ok: [rmq01]
2021-06-21 09:06:01,453 p=10134 u=root n=ansible | TASK [Add an Apt signing key, uses whichever key is at the URL] ***************************************************************************************************
2021-06-21 09:06:02,289 p=10134 u=root n=ansible | ok: [rmq01]
2021-06-21 09:06:02,299 p=10134 u=root n=ansible | TASK [ansible.builtin.apt_repository] *****************************************************************************************************************************
2021-06-21 09:06:40,676 p=10134 u=root n=ansible | fatal: [rmq01]: FAILED! => {"changed": false, "msg": "Failed to update apt cache: E:Failed to fetch https://dl.bintray.com/rabbitmq/debian/dists/bionic/InRelease  403  Forbidden [IP: 54.185.54.139 443], E:The repository 'https://dl.bintray.com/rabbitmq/debian bionic InRelease' is not signed."}
2021-06-21 09:06:40,677 p=10134 u=root n=ansible | PLAY RECAP ********************************************************************************************************************************************************
2021-06-21 09:06:40,677 p=10134 u=root n=ansible | app01                      : ok=3    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 09:06:40,678 p=10134 u=root n=ansible | db01                       : ok=11   changed=3    unreachable=0    failed=0    skipped=0    rescued=0    ignored=1   
2021-06-21 09:06:40,678 p=10134 u=root n=ansible | localhost                  : ok=5    changed=0    unreachable=0    failed=0    skipped=1    rescued=0    ignored=0   
2021-06-21 09:06:40,678 p=10134 u=root n=ansible | mc01                       : ok=6    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2021-06-21 09:06:40,678 p=10134 u=root n=ansible | rmq01                      : ok=7    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2021-06-21 09:06:40,678 p=10134 u=root n=ansible | web01                      : ok=3    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
